Claim Text  Veracity  Category  Published Date
The FBI arrested 22 employees of the Clinton Foundation on the first day of an investigation into alleged illegal activities.	False	Fake News	2018-01-08
Former First Lady Michelle Obama was arrested after acting “unpredictably violent" during a domestic dispute.	False	Fake News	2018-01-08
Taylor Swift said "We should FORGIVE" YouTube personality Logan Paul following his videos chronicling his visit to Tokyo.	False	Entertainment	2018-01-08
The world suicide rate plummeted following Logan Paul's "suicide forest" video.	False	Fake News	2018-01-08
A photograph shows North Korea leader Kim Jong-un laughing as he reads the book	False	Fauxtography	2018-01-08
In a 2 January 2018 Twitter thread, Chelsea Clinton wished the Church of Satan a Happy New Year.	True	Religion	2018-01-05
The FBI was on its way to a residence owned by the Clintons when a fire destroyed a room full of servers and hard drives.	False	Fake News	2018-01-05
A federal judge ruled that three items of Sharia law are now deemed to be legal in the state of Texas.	False	Fake News	2018-01-07
'Fixer Upper' star Joanna Gaines is pregnant with her fifth child in January 2018.	True	Entertainment	2018-01-08
The Christian owners of a bakery in Oregon won the lottery shortly after they were fined $135,000 for declining to make a cake for a same-sex wedding.	False	Fake News	2018-01-05
Michael Wolff wrote in his book "Fire and Fury" that White House aides created a fake "Gorilla Channel" to placate President Donald Trump.	False	Viral Phenomena	2018-01-05
Hillary Clinton will narrate the audio version of the book  'Fire and Fury: Inside the Trump White House.'	False	Fake News	2018-01-06
Dr. Jaleel Kohmeni refused to treat a dying man on a flight from New York to Las Vegas, on the basis of the man's Christian faith.	False	Fake News	2018-01-08
President Donald Trump posted a suggestive comment on Twitter about his daughter's "skintight" dress.	False	Politics	2018-01-02
A man was arrested for showing an officer an "A-OK" hand sign during a traffic stop in an attempt to get the officer to play the "finger circle" game.	False	Fake News	2018-01-03
President Donald Trump ordered that the name of Florida's "Obama Highway" be changed back to the "Old Dixie Highway."	False	Politics	2018-01-04
The pattern on Melania Trump's New Year's Eve 2017 dress closely resembled the design on a shower curtain.	False	Fauxtography	2018-01-02
Chocolate is on track to go extinct in 40 years.	False	Science	2018-01-02
Queen Elizabeth is so upset at public comments made by royal bride-to-be Meghan Markle that she has suspended or threatened to suspend Prince Harry's wedding.	False	Fake News	2018-01-03
The United States government has secretly negotiated a deal to return the U.S. territory of Puerto Rico to Spain.	False	Fake News	2018-01-02
Sasha Obama crashed a Bugatti Veyron into a lake in December 2017.	False	Fake News	2017-12-29
A photograph shows a group of DACA recipients dressed in Mexican flags burning an American flag.	False	Racial Rumors	2018-01-03
House Minority Leader Nancy Pelosi tweeted that she was disgusted with "President" Trump after the passage of a tax reform bill.	False	Politics	2017-12-29
United States health care facilities face an intravenous bag shortage because of the devastation wreaked by Hurricane Maria in September 2017.	True	Medical	2017-12-29
Delta Force operators raided President Barack Obama's stronghold in Thailand on Christmas Day 2017.	False	Fake News	2018-01-02
During a 'Rolling Stone' interview, U2 singer Bono proclaimed that "Donald Trump is destroying America, [and] we must stop him."	False	Fake News	2018-01-01
President Trump issued an order authorizing the U.S. Treasury to freeze the assets of two former First Families, the Obamas and Clintons.	False	Fake News	2017-12-28
President Trump rolled back rules protecting residents of nursing homes.	True	Politics	2017-12-28
President Trump said police and firefighters make too much money in order to justify eliminating some of their tax deductions.	False	Uncategorized	2017-12-27
Animal brothels opened in Germany amidst a surge of immigration.	False	Fake News	2017-12-28
Wikileaks released a trove of "deep state files" in late December 2017.	False	Fake News	2017-12-27
Police discovered a drug lab in the back room of a Walmart in Decatur, Alabama.	False	Fake News	2017-12-27
George Soros experienced a life-threatening cardiac condition just before Christmas 2017.	False	Fake News	2017-12-26
An arrested Nebraska man confessed to murdering more than 30 sex offenders in a 15-year vigilante killing spree.	False	Fake News	2017-12-24
In August 2014, Michele Bachmann told Fox News that banning Mexican food in the United States would stop Mexicans from entering the country without documentation.	False	Questionable Quotes	2017-12-28
Three poll workers in Birmingham were arrested for voter fraud in connection with the special Alabama Senate election.	False	Fake News	2017-12-23
A 'Muslim terrorist' deliberately caused the crash of an Amtrak train in Washington by sabotaging the tracks.	False	Fake News	2017-12-22
Comedian Rosie O’Donnell was taken into custody by federal authorities over a controversial political tweet.	False	Fake News	2017-12-23
Election officials in Alabama discovered thousands of ballots for Doug Jones that were seemingly cast by dead voters.	False	Fake News	2017-12-23
Redesigned challenge coins given out by President Trump replaced the familiar 'E pluribus unum' motto with Trump's campaign slogan.	True	Politicians	2017-12-23
A real mermaid was discovered in the Oman Gulf in December 2017.	False	Fauxtography	2017-12-19
In the year 2018, all twelve days on which the month and day share common ordinal values falls on a Sunday.	False	Inboxer Rebellion	2017-12-26
Former NBA superstar won a hefty award in 2015 after filing suit against a grocery chain that used his name in an advertisement without his permission.	True	Legal Affairs	2017-12-24
A Washington State youth sports league is now playing soccer without the ball in order to minimize the negative effects of competition.	False	Uncategorized	2013-09-06
The Muslim mayor of Hoboken, New Jersey, banned the word "Christmas."	False	Fake News	2017-12-19
A photograph shows vintage box of fake snow decor made of the carcinogen asbestos.	True	Uncategorized	2017-12-22
No two snowflakes are exactly alike.	True	Science	2017-12-19
A photograph shows a cow sitting on the hood of a car to stay warm during the winter.	False	Fauxtography	2017-12-21
UN Peacekeepers will be sent to quell violence in Chicago.	False	Crime	2017-12-19
A 2006 shows Joy Behar grabbing Robin Williams' crotch.	True	Politics	2017-12-15
New research shows that scientists are manipulating sea level data to inflate predictions of future sea level rise.	False	Science	2017-12-22
A photograph shows Robert Mueller in Vietnam in 1969.	False	Fauxtography	2017-12-15
A New York City man made a million dollars selling altered Chuck E. Cheese tokens as "Bitcoins".	False	Fake News	2017-12-21
Social media personality Mia Khalifa insulted Federal Communications Commission chairman Ajit Pai after he messaged her on Instagram.	False	Risqué Business	2017-12-18
Roy Moore received 953 votes and Doug Jones 5,327 — in a town with just 1,867 registered voters.	False	Politics	2017-12-15
Julia Roberts said that former First Lady Michelle Obama was not fit to clean Melania Trump's toilet.	False	Fauxtography	2017-12-18
Three poll workers were arrested for voter fraud during Alabama's special election in December 2017.	False	Fake News	2017-12-17
University of Alabama football coach Nick Saban finished third in a special Senate election in December 2017.	False	Sports	2017-12-15
Keaton Jones, known for a viral video about bullying, was beaten and robbed of luxury items purchased with money raised via GoFundMe.	False	Fake News	2017-12-13
A U.S. surgeon who exposed “Clinton Foundation corruption in Haiti” was found dead in his home under suspicious circumstances.	False	Politics	2017-12-14
The National Football League team in Washington D.C. changed its name to Redhawks.	False	Sports	2017-12-13
A photograph shows a dog defecating on the steps of 10 Downing Street.	False	Fauxtography	2017-12-13
Black voters in Birmingham were caught voting multiple times in thousands of cases during Alabama's special election on 12 December 2017.	False	Politics	2017-12-13
Donald Trump was not accused of sexual assault until he ran for President in 2016.	False	Fake News	2017-12-14
A rogue Amazon drone attempted to deliver a bomb to the White House.	False	Fake News	2017-12-14
Billionaire philanthropist George Soros is "grooming" Abdul El-Sayed, who is "sympathetic" to the Muslim Brotherhood, to be president of the United States.	False	Politics	2017-12-11
